city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	haunted_places_date
Utica	United States	An old abandoned slaughter house that has been boarded up and a barbed wire fence has been erected around it. If you get past the fence and though a broken loading door you can see blood stains and bones on floor, also you hear voices and pigs squealing from rooms in the back and eerie noises from the offices up stairs. Watch out for bums, word is they will throw shoes at you. - September 2004 Update -Has been torn down.	Haunted Slaughter House	Michigan	MI	-82.96223189999999	42.8257633	-83.0335384	42.6261446	2004/09/01
Utica	United States	In one of the bathrooms it is rumor that when the school was a high school someone died, and now you will see him in mirrors, or feel his presence in the stalls.	Eppler Junior High	Michigan	MI	-83.03630539999999	42.62933659999999	-83.0335384	42.6261446	2025/01/01
Utica	United States	In the 1980's A girl in a white dress was raped and murdered on Sterrit. It is said every night at 12 she walks down the streets looking in peoples windows for her killer.	Sterrit	Michigan	MI	-83.01771219999999	42.6285582	-83.0335384	42.6261446	1980/01/01
Van Buren	United States	This is supposedly the burial ground for Al Capone's mistress by the name of Flora. Many people have seen an apparition of a female in a transparent like white dress. Before she is seen you will here chimes coming from the back of the cemetery, she will then appear somewhere the first two driveways. Also If you just drive by the cemetery, there is dim red light that will appear along side of the middle driveway. Commonly known as a ghost-light.	Hawks Head cemetery	Michigan	MI	-86.22387409999999	42.4562411	-83.4838244	42.2203171	2025/01/01
Vanderbilt	United States	A small cemetery with few graves. Upon passing through the gate the air temp feels a lot cooler. At night, you can hear footsteps throughout the cemetery, yet no one is around. A few ghostly sightings have occurred, however only the people who live around the cemetery have seen anything.	Fox Tower Cemetery	Michigan	MI			-84.6603091	45.14279030000001	2025/01/01
Vandercook Lake	United States	eerie noises, power outages, haunted locker rooms. Basement access no longer allowed due to weird stuff.	McDevitt middle school	Michigan	MI	-84.39181049999999	42.2002519	-84.3910659	42.193371	2025/02/26
Vassar	United States	Cooler doors opening and closing one after the other, toys and merchandise rolling across the floor when there is no one in the building except for the on duty employee. Wind chimes all start jingling at the same time, as if a fan was just turned on facing them. The oven dials at subway change temperatures for no apparent reason. Screams have been heard. Babies are said to be heard crying in the freezer as well.	Shell/Subway	Michigan	MI	-83.59369459999999	43.3734243	-83.58329169999999	43.3719678	2025/01/01
Vernon	United States	Geek Rd. -  People have reported seeing a bright orange light similar to a fireball at midnight on Halloween. The light seems to come directly at the car but dissipates before contact. This is the stretch of Geek Rd. that runs North off M71	Corunna area	Michigan	MI	-84.02940819999999	42.9391971	-84.02940819999999	42.9391971	0100/02/24
Vienna	United States	"After shutting off lights in the bar for the evening many waitresses have witnessed the sightings of several ghostly figures standing on the landing between the upper and lower levels of the bar. On several occasions in the upper part of the bar the area of the South West corner appears to fill with a smokey atmosphere ... on further examination of this area you will find as you enter this area it is rather chilly and will experience a slight ""touching"" of someone's hand upon your face."	Spot Bar	Michigan	MI	-84.3704987	44.9703287	-83.47798929999999	41.7869911	2025/01/01
Walled Lake	United States	The shoe tree (previously mentioned in Salem) was on Thirteen Mile Rd. in Novi a quarter mile from Walled Lake, and from the site of the old Walled Lake amusement park. A child killer (the infamous Walled Lake Child Killer) kidnapped the children from the park, and buried their bodies in the nearby field around the tree. He threw their shoes into the tree. When the many dangling shoes were investigated, the bodies were found (but, the killer never was). If you went to the field at night, you could see and hear the clumps of tall grass moving around you, and you could hear the children cry for their mothers! Witnesses report very distinct, audible cries. The cries were not distant but, from just a few feet away. As you walked to where the cries came from, they seemed to move around. Not moving farther away, just around, sometimes back to where you were just standing. Just walking by the field would make your hair stand on end. The land was developed within the past couple of years. A subdivision now stands on this land. But, the field was on the south side of Thirteen Mile Rd., between Meadowbrook Rd., and Decker. The amusement park was later closed down. Not because of the murders but, because it rested on an old Indian burial ground (many in the area). It was where Novi Rd., 13 Mile Rd., and Southlake Dr. all meet, right on the lake.	Shoe Tree	Michigan	MI	-83.9703462	42.17038489999999	-83.4810481	42.537811	0124/02/24
Waltz	United States	It is said that the ghost of a man haunts the restaurant. He moves objects and turns the lights off and on. The owners and employees all admit to seeing the ghost.	Waltz Inn	Michigan	MI	-83.39260569999999	42.1001793	-83.39215469999999	42.1003202	2025/01/01
Warren	United States	after bell rings you see a kid in 60 or 70s clothes walking the hallways but if you get close he disappears.	Carter Middle School	Michigan	MI	-83.004324	42.528051	-83.01465259999999	42.5144566	2060/02/24
Warren	United States	This building used to be the site of Family Youth Interventions and before that was a convent. It is said that the nuns haunt the building. Metal fire doors rattle on the second floor, and when you are on the first floor you can hear footsteps above you when no one is upstairs.	Fitzgerald Community Ed Building	Michigan	MI	-83.06289450000001	42.464164	-83.01465259999999	42.5144566	2025/01/01
